Epoch:   1|train loss: 1.7749|train accuracy: 49.93|test accuracy: 66.44
Epoch: 260|train loss: 0.2762|train accuracy: 92.11|test accuracy: 90.33
Epoch: 261|train loss: 0.2735|train accuracy: 91.66|test accuracy: 91.09
Epoch: 262|train loss: 0.2623|train accuracy: 92.49|test accuracy: 88.87
Epoch: 263|train loss: 0.2700|train accuracy: 91.97|test accuracy: 91.13
Epoch: 264|train loss: 0.2707|train accuracy: 91.94|test accuracy: 90.92
Epoch: 265|train loss: 0.2693|train accuracy: 92.23|test accuracy: 90.56
Epoch: 266|train loss: 0.2778|train accuracy: 91.87|test accuracy: 90.26
Epoch: 267|train loss: 0.2658|train accuracy: 92.10|test accuracy: 88.15
Epoch: 268|train loss: 0.2623|train accuracy: 91.98|test accuracy: 90.67
Epoch: 269|train loss: 0.2880|train accuracy: 92.25|test accuracy: 90.39
Epoch: 270|train loss: 0.2831|train accuracy: 92.04|test accuracy: 90.03
Epoch: 271|train loss: 0.2822|train accuracy: 91.97|test accuracy: 91.15
Epoch: 272|train loss: 0.2958|train accuracy: 91.73|test accuracy: 90.62
Epoch: 273|train loss: 0.2893|train accuracy: 91.92|test accuracy: 90.77
Epoch: 274|train loss: 0.2653|train accuracy: 91.99|test accuracy: 91.00
Epoch: 275|train loss: 0.2888|train accuracy: 91.49|test accuracy: 91.07
Epoch: 276|train loss: 0.2639|train accuracy: 92.63|test accuracy: 91.53
Epoch: 277|train loss: 0.2747|train accuracy: 92.04|test accuracy: 89.69
Epoch: 278|train loss: 0.2803|train accuracy: 91.61|test accuracy: 90.94
Epoch: 279|train loss: 0.2658|train accuracy: 92.23|test accuracy: 89.14
Epoch: 280|train loss: 0.2514|train accuracy: 92.62|test accuracy: 90.48
Epoch: 281|train loss: 0.2596|train accuracy: 92.08|test accuracy: 91.57
Epoch: 282|train loss: 0.2578|train accuracy: 92.41|test accuracy: 91.51
Epoch: 283|train loss: 0.2750|train accuracy: 92.15|test accuracy: 86.69
Epoch: 284|train loss: 0.2752|train accuracy: 91.74|test accuracy: 91.21
Epoch: 285|train loss: 0.2647|train accuracy: 92.44|test accuracy: 91.32
Epoch: 286|train loss: 0.3129|train accuracy: 91.40|test accuracy: 91.38
Epoch: 287|train loss: 0.2751|train accuracy: 91.93|test accuracy: 91.40
Epoch: 288|train loss: 0.2803|train accuracy: 92.35|test accuracy: 89.40
Epoch: 289|train loss: 0.2707|train accuracy: 92.37|test accuracy: 88.95
Epoch: 290|train loss: 0.2708|train accuracy: 92.24|test accuracy: 90.54
Epoch: 291|train loss: 0.2647|train accuracy: 92.10|test accuracy: 91.32
Epoch: 292|train loss: 0.2552|train accuracy: 92.32|test accuracy: 91.19
Epoch: 293|train loss: 0.2582|train accuracy: 92.47|test accuracy: 91.19
Epoch: 294|train loss: 0.2549|train accuracy: 92.63|test accuracy: 89.86
Epoch: 295|train loss: 0.2567|train accuracy: 92.23|test accuracy: 91.30
Epoch: 296|train loss: 0.2523|train accuracy: 92.71|test accuracy: 90.98
Epoch: 297|train loss: 0.2433|train accuracy: 92.53|test accuracy: 91.28
Epoch: 298|train loss: 0.2487|train accuracy: 92.99|test accuracy: 91.49
Epoch: 299|train loss: 0.2666|train accuracy: 91.94|test accuracy: 90.16
Epoch: 300|train loss: 0.2670|train accuracy: 92.41|test accuracy: 90.92
Epoch: 301|train loss: 0.2933|train accuracy: 91.37|test accuracy: 90.86
Epoch: 302|train loss: 0.2516|train accuracy: 92.45|test accuracy: 90.64
Epoch: 303|train loss: 0.2514|train accuracy: 92.72|test accuracy: 90.48
Epoch: 304|train loss: 0.2808|train accuracy: 91.78|test accuracy: 89.65
Epoch: 305|train loss: 0.2715|train accuracy: 92.09|test accuracy: 90.69
Epoch: 306|train loss: 0.2608|train accuracy: 92.58|test accuracy: 88.91
Epoch: 307|train loss: 0.3023|train accuracy: 91.29|test accuracy: 91.43
Epoch: 308|train loss: 0.2615|train accuracy: 92.11|test accuracy: 91.34
Epoch: 309|train loss: 0.2646|train accuracy: 92.53|test accuracy: 91.55
Epoch: 310|train loss: 0.2748|train accuracy: 92.45|test accuracy: 90.52
Epoch: 311|train loss: 0.2515|train accuracy: 92.60|test accuracy: 90.69
Epoch: 312|train loss: 0.2599|train accuracy: 92.62|test accuracy: 91.11
Epoch: 313|train loss: 0.2733|train accuracy: 92.03|test accuracy: 90.62
Epoch: 314|train loss: 0.2525|train accuracy: 92.39|test accuracy: 91.76
Epoch: 315|train loss: 0.2624|train accuracy: 92.65|test accuracy: 89.36
Epoch: 316|train loss: 0.2974|train accuracy: 92.13|test accuracy: 90.77
Epoch: 317|train loss: 0.2528|train accuracy: 92.33|test accuracy: 90.79
Epoch: 318|train loss: 0.2700|train accuracy: 92.39|test accuracy: 90.88
Epoch: 319|train loss: 0.2485|train accuracy: 92.61|test accuracy: 91.19
Epoch: 320|train loss: 0.2785|train accuracy: 92.21|test accuracy: 91.21
Epoch: 321|train loss: 0.2432|train accuracy: 92.60|test accuracy: 91.49
Epoch: 322|train loss: 0.2344|train accuracy: 92.96|test accuracy: 91.55
Epoch: 323|train loss: 0.2376|train accuracy: 93.03|test accuracy: 90.56
Epoch: 324|train loss: 0.2969|train accuracy: 91.80|test accuracy: 89.97
Epoch: 325|train loss: 0.2467|train accuracy: 92.51|test accuracy: 91.15
Epoch: 326|train loss: 0.2390|train accuracy: 92.95|test accuracy: 91.02
Epoch: 327|train loss: 0.2666|train accuracy: 92.27|test accuracy: 90.56
Epoch: 328|train loss: 0.2467|train accuracy: 92.49|test accuracy: 90.73
Epoch: 329|train loss: 0.2871|train accuracy: 91.95|test accuracy: 90.43
Epoch: 330|train loss: 0.2336|train accuracy: 92.82|test accuracy: 90.96
Epoch: 331|train loss: 0.2708|train accuracy: 92.16|test accuracy: 91.05
Epoch: 332|train loss: 0.2482|train accuracy: 92.93|test accuracy: 90.54
Epoch: 333|train loss: 0.3134|train accuracy: 91.14|test accuracy: 91.53
Epoch: 334|train loss: 0.2755|train accuracy: 92.16|test accuracy: 91.30
Epoch: 335|train loss: 0.2590|train accuracy: 92.32|test accuracy: 91.30
Epoch: 336|train loss: 0.2534|train accuracy: 92.62|test accuracy: 90.69
Epoch: 337|train loss: 0.2709|train accuracy: 91.76|test accuracy: 91.05
Epoch: 338|train loss: 0.2448|train accuracy: 92.84|test accuracy: 89.38
Epoch: 339|train loss: 0.2887|train accuracy: 91.87|test accuracy: 91.32
Epoch: 340|train loss: 0.3624|train accuracy: 91.26|test accuracy: 90.60
Epoch: 341|train loss: 0.2537|train accuracy: 92.38|test accuracy: 91.21
Epoch: 342|train loss: 0.2443|train accuracy: 92.92|test accuracy: 90.71
Epoch: 343|train loss: 0.2442|train accuracy: 92.65|test accuracy: 91.43
Epoch: 344|train loss: 0.2558|train accuracy: 92.90|test accuracy: 88.26
Epoch: 345|train loss: 0.2786|train accuracy: 91.92|test accuracy: 89.93
Epoch: 346|train loss: 0.2789|train accuracy: 92.00|test accuracy: 91.15
Epoch: 347|train loss: 0.2511|train accuracy: 92.99|test accuracy: 91.62
Epoch: 348|train loss: 0.2495|train accuracy: 92.78|test accuracy: 91.24
Epoch: 349|train loss: 0.2466|train accuracy: 92.51|test accuracy: 91.64
